id,domain,shopifyShopId,status,installedAt,uninstalledAt,createdAt,updatedAt
cmtlveegh0000qj0iomk8hko7,kwadwo-e4bf4mc4.myshopify.com,gid://shopify/Shop/101762498853,ACTIVE,2026-09-03 18:40:27.569,,2026-09-03 18:40:27.569,2026-09-04 15:56:09.905
